Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux de répo0e;Poids de la discipline;Taux d’i0ertion;% emplois cadre ou professio0 intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net me0uel régional 1er quartile;Salaire net me0uel régional 3ème quartile;cle_ETAB
2014;MASTER LMD;0660437S;Perpignan - Via Domitia;A11;Montpellier;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;64;20;94;0;0;0;0;0;45.00;11.2;1780;0;0;0;1400;2110;Perpignan - Via Domitia_18
2014;MASTER LMD;0660437S;Perpignan - Via Domitia;A11;Montpellier;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;79;8;0;0;0;0;0;0;45.00;11.2;1780;0;0;0;1400;2110;Perpignan - Via Domitia_30
2014;MASTER LMD;0660437S;Perpignan - Via Domitia;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;78;12;0;0;0;0;0;0;45.00;11.2;1780;0;0;0;1400;2110;Perpignan - Via Domitia_30
2014;MASTER LMD;0660437S;Perpignan - Via Domitia;A11;Montpellier;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;67;17;0;0;0;0;0;0;45.00;11.2;1780;0;0;0;1400;2110;Perpignan - Via Domitia_18
2014;MASTER LMD;0660437S;Perpignan - Via Domitia;A11;Montpellier;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;72;10;0;0;0;0;0;0;45.00;11.2;1780;0;0;0;1400;2110;Perpignan - Via Domitia_30
2014;MASTER E0;0673021V;Strasbourg;A15;Strasbourg;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;83;100;99;90;87;91;1800;28100;40.00;9.4;1800;84;17;78;1430;2130;Strasbourg_30
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;77;44;91;84;76;97;2150;33500;26.00;9.4;1800;64;50;60;1430;2130;Strasbourg_30
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;93;2;0;0;0;0;0;0;26.00;9.4;1800;0;0;0;1430;2130;Strasbourg_18
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;85;5;94;96;61;63;0;0;26.00;9.4;1800;95;26;91;1430;2130;Strasbourg_30
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;79;28;85;89;58;96;1900;29600;26.00;9.4;1800;70;59;42;1430;2130;Strasbourg_18
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;82;7;78;75;29;87;1380;21500;26.00;9.4;1800;45;46;60;1430;2130;Strasbourg_18
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;82;7;79;78;56;92;1600;25000;26.00;9.4;1800;42;46;60;1430;2130;Strasbourg_30
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;76;6;91;96;76;98;2280;35600;26.00;9.4;1800;83;61;51;1430;2130;Strasbourg_30
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;84;5;88;97;89;100;2120;33000;26.00;9.4;1800;94;51;11;1430;2130;Strasbourg_18
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;76;5;89;84;55;97;0;0;26.00;9.4;1800;60;65;32;1430;2130;Strasbourg_18
2014;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;76;5;93;84;74;100;0;0;26.00;9.4;1800;67;65;32;1430;2130;Strasbourg_30
2014;MASTER E0;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;75;0;0;0;0;0;0;0;0;9.4;1800;0;0;0;1430;2130;Mulhouse - Haute Alsace_18
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;95;14;81;77;30;90;0;0;31.00;9.4;1800;40;45;66;1430;2130;Mulhouse - Haute Alsace_18
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;100;4;0;0;0;0;0;0;31.00;9.4;1800;0;0;0;1430;2130;Mulhouse - Haute Alsace_30
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;90;6;0;0;0;0;0;0;31.00;9.4;1800;0;0;0;1430;2130;Mulhouse - Haute Alsace_18
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;80;40;91;92;82;96;2150;33500;31.00;9.4;1800;73;62;41;1430;2130;Mulhouse - Haute Alsace_30
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;91;9;0;0;0;0;0;0;31.00;9.4;1800;0;0;0;1430;2130;Mulhouse - Haute Alsace_30
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;91;9;0;0;0;0;0;0;31.00;9.4;1800;0;0;0;1430;2130;Mulhouse - Haute Alsace_18
2014;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;95;8;0;0;0;0;0;0;31.00;9.4;1800;0;0;0;1430;2130;Mulhouse - Haute Alsace_18
2014;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;63;1;0;0;0;0;0;0;21.00;8.2;1830;0;0;0;1470;2180;Lyon 1 - Claude Bernard_30
2014;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;67;1;0;0;0;0;0;0;21.00;8.2;1830;0;0;0;1470;2180;Lyon 1 - Claude Bernard_18
2014;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;71;1;0;0;0;0;0;0;21.00;8.2;1830;0;0;0;1470;2180;Lyon 1 - Claude Bernard_30
2014;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;81;34;90;94;68;96;2000;31200;21.00;8.2;1830;75;45;73;1470;2180;Lyon 1 - Claude Bernard_30
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;72;33;94;82;71;97;1900;29700;29.00;8.2;1830;54;50;55;1470;2180;Lyon 2 - Lumière_30
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;76;13;93;72;47;90;1700;26500;29.00;8.2;1830;46;49;63;1470;2180;Lyon 2 - Lumière_18
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;67;8;92;85;76;100;2030;31700;29.00;8.2;1830;58;49;46;1470;2180;Lyon 2 - Lumière_18
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;73;1;0;0;0;0;0;0;29.00;8.2;1830;0;0;0;1470;2180;Lyon 2 - Lumière_18
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;64;14;87;74;53;71;1670;26000;29.00;8.2;1830;56;42;76;1470;2180;Lyon 2 - Lumière_18
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;75;8;82;62;60;93;1550;24200;29.00;8.2;1830;40;51;72;1470;2180;Lyon 2 - Lumière_30
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;75;8;76;0;49;76;0;0;29.00;8.2;1830;0;51;72;1470;2180;Lyon 2 - Lumière_18
2014;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;72;7;100;92;86;100;2040;31800;29.00;8.2;1830;89;59;32;1470;2180;Lyon 2 - Lumière_30
2014;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;72;76;93;98;86;99;2100;32800;26.00;8.2;1830;83;40;56;1470;2180;Lyon 3 - Jean Moulin_30
2014;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;76;6;81;89;66;97;0;0;26.00;8.2;1830;68;63;48;1470;2180;Lyon 3 - Jean Moulin_30
2014;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;67;13;93;95;82;90;1770;27600;26.00;8.2;1830;60;50;86;1470;2180;Lyon 3 - Jean Moulin_30
2014;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;78;3;0;0;0;0;0;0;26.00;8.2;1830;0;0;0;1470;2180;Lyon 3 - Jean Moulin_30
2014;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;77;5;75;0;0;0;0;0;26.00;8.2;1830;0;40;37;1470;2180;Lyon 3 - Jean Moulin_18
2014;MASTER LMD;0720916E;Le Ma0;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;71;21;0;0;0;0;0;0;43.00;8;1760;0;0;0;1430;2060;Le Ma0_18
2014;MASTER LMD;0720916E;Le Ma0;A17;Nantes;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;71;12;0;0;0;0;0;0;43.00;8;1760;0;0;0;1430;2060;Le Ma0_18
2014;MASTER LMD;0720916E;Le Ma0;A17;Nantes;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;18 mois après le diplôme;77;6;0;0;0;0;0;0;43.00;8;1760;0;0;0;1430;2060;Le Ma0_18
2014;MASTER LMD;0720916E;Le Ma0;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;100;5;0;0;0;0;0;0;43.00;8;1760;0;0;0;1430;2060;Le Ma0_30
2014;MASTER LMD;0720916E;Le Ma0;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;65;8;0;0;0;0;0;0;43.00;8;1760;0;0;0;1430;2060;Le Ma0_30
2014;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;76;7;97;0;0;0;0;0;29.00;8.2;1830;0;0;83;1470;2180;Chambéry - Savoie_18
2014;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;84;53;92;81;78;98;2000;31200;29.00;8.2;1830;45;48;61;1470;2180;Chambéry - Savoie_30
2014;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;82;2;0;0;0;0;0;0;29.00;8.2;1830;0;0;0;1470;2180;Chambéry - Savoie_18
2014;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;86;3;0;0;0;0;0;0;29.00;8.2;1830;0;0;0;1470;2180;Chambéry - Savoie_30
2014;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;89;23;92;99;71;94;1900;29600;29.00;8.2;1830;69;42;22;1470;2180;Chambéry - Savoie_18
2014;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;97;6;87;0;0;0;0;0;29.00;8.2;1830;0;0;40;1470;2180;Chambéry - Savoie_30
2014;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;91;11;98;100;96;100;2120;33000;29.00;8.2;1830;88;41;5;1470;2180;Chambéry - Savoie_30
2014;MASTER E0;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;73;0;0;0;0;0;0;0;21.00;8.3;2050;0;0;0;1610;2560;Paris 1 - Panthéon Sorbonne_30
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;71;17;90;96;81;99;2400;37400;18.00;8.3;2050;89;20;60;1610;2560;Paris 1 - Panthéon Sorbonne_30
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;67;24;96;94;88;98;2540;39700;18.00;8.3;2050;81;19;54;1610;2560;Paris 1 - Panthéon Sorbonne_30
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;75;10;83;85;48;98;2000;31100;18.00;8.3;2050;66;14;71;1610;2560;Paris 1 - Panthéon Sorbonne_18
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;80;8;86;76;44;89;1900;29600;18.00;8.3;2050;62;21;62;1610;2560;Paris 1 - Panthéon Sorbonne_30
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;72;13;78;79;40;87;1630;25500;18.00;8.3;2050;46;38;74;1610;2560;Paris 1 - Panthéon Sorbonne_18
2014;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;38;1;0;0;0;0;0;0;18.00;8.3;2050;0;0;0;1610;2560;Paris 1 - Panthéon Sorbonne_30
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;61;86;89;93;65;99;2150;33500;10.00;8.3;2050;83;22;57;1610;2560;Paris 2 - Panthéon Assas_18
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;63;27;99;99;90;96;2320;36100;10.00;8.3;2050;92;25;60;1610;2560;Paris 2 - Panthéon Assas_30
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;61;14;83;0;0;0;0;0;10.00;8.3;2050;0;21;61;1610;2560;Paris 2 - Panthéon Assas_18
2014;MASTER LMD;0751718K;Paris 2 - Panthéon Assas;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;100;0;0;0;0;0;0;0;10.00;8.3;2050;0;0;0;1610;2560;Paris 2 - Panthéon Assas_18
2014;MASTER LMD;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;71;14;89;80;55;93;1830;28500;28.00;8.3;2050;75;23;74;1610;2560;Paris 4 - Sorbonne_30
2014;MASTER LMD;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;67;6;0;0;0;0;0;0;28.00;8.3;2050;0;0;0;1610;2560;Paris 4 - Sorbonne_18
2014;MASTER E0;0751721N;Paris René Descartes;A01;Paris;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;70;0;0;0;0;0;0;0;17.00;8.3;2050;0;0;0;1610;2560;Paris René Descartes_18
2014;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;64;10;94;0;0;0;0;0;21.00;8.3;2050;0;18;37;1610;2560;Paris René Descartes_18
2014;MASTER LMD;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;48;14;93;97;76;97;0;0;21.00;8.3;2050;78;18;45;1610;2560;Paris René Descartes_18
2014;MASTER E0;0751722P;Paris Pierre et Marie Curie;A01;Paris;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;68;0;0;0;0;0;0;0;50.00;8.3;2050;0;0;0;1610;2560;Paris Pierre et Marie Curie_18
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;52;7;0;0;0;0;0;0;29.00;8.3;2050;0;0;0;1610;2560;Paris Pierre et Marie Curie_18
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;55;30;83;92;57;95;1860;29000;29.00;8.3;2050;69;28;67;1610;2560;Paris Pierre et Marie Curie_30
2014;MASTER LMD;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;52;5;0;0;0;0;0;0;29.00;8.3;2050;0;0;0;1610;2560;Paris Pierre et Marie Curie_30
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;64;31;86;85;64;88;1720;26800;24.00;8.3;2050;68;21;73;1610;2560;Paris 7 - Denis Diderot_18
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;66;32;82;74;55;71;1600;25000;24.00;8.3;2050;69;24;77;1610;2560;Paris 7 - Denis Diderot_18
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;73;6;0;0;0;0;0;0;24.00;8.3;2050;0;0;0;1610;2560;Paris 7 - Denis Diderot_18
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;66;14;80;70;64;88;0;0;24.00;8.3;2050;63;21;70;1610;2560;Paris 7 - Denis Diderot_18
2014;MASTER LMD;0751723R;Paris 7 - Denis Diderot;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;59;14;83;0;0;0;0;0;24.00;8.3;2050;0;35;68;1610;2560;Paris 7 - Denis Diderot_18
2014;MASTER E0;0761904G;Rouen;A21;Rouen;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;67;100;93;93;79;86;1700;26500;27.00;9.6;1810;86;13;79;1470;2160;Rouen_18
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;68;12;92;79;58;85;0;0;30.00;9.6;1810;51;38;60;1470;2160;Rouen_18
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;68;12;90;72;83;94;0;0;30.00;9.6;1810;52;38;60;1470;2160;Rouen_30
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;76;5;0;0;0;0;0;0;30.00;9.6;1810;0;0;0;1470;2160;Rouen_18
2014;MASTER LMD;0761904G;Rouen;A21;Rouen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;75;2;0;0;0;0;0;0;30.00;9.6;1810;0;0;0;1470;2160;Rouen_18
2014;MASTER LMD;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;92;5;0;0;0;0;0;0;30.00;9.6;1810;0;0;0;1470;2160;Le Havre_30
2014;MASTER LMD;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;92;5;0;0;0;0;0;0;30.00;9.6;1810;0;0;0;1470;2160;Le Havre_18
2014;MASTER LMD;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;79;27;98;93;83;98;1970;30700;30.00;9.6;1810;72;57;57;1470;2160;Le Havre_30
2014;MASTER LMD;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;83;13;0;0;0;0;0;0;30.00;9.6;1810;0;0;0;1470;2160;Le Havre_30
2014;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;80;3;0;0;0;0;0;0;14.00;8.3;2050;0;0;0;1610;2560;Paris-Est Marne-la-Vallée_30
2014;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;80;3;0;0;0;0;0;0;14.00;8.3;2050;0;0;0;1610;2560;Paris-Est Marne-la-Vallée_18
2014;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;72;8;78;81;84;94;0;0;14.00;8.3;2050;58;11;75;1610;2560;Paris-Est Marne-la-Vallée_18
2014;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;79;7;90;71;84;97;2100;32800;14.00;8.3;2050;60;21;71;1610;2560;Paris-Est Marne-la-Vallée_30
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;55;6;0;0;0;0;0;0;8.00;8.3;2050;0;0;0;1610;2560;Versailles Saint-Quentin-en-Yvelines_18
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;50;1;0;0;0;0;0;0;8.00;8.3;2050;0;0;0;1610;2560;Versailles Saint-Quentin-en-Yvelines_30
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;59;8;86;69;53;89;0;0;8.00;8.3;2050;40;27;84;1610;2560;Versailles Saint-Quentin-en-Yvelines_30
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;55;22;88;94;78;96;2050;32000;8.00;8.3;2050;85;28;47;1610;2560;Versailles Saint-Quentin-en-Yvelines_18
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;55;5;0;0;0;0;0;0;8.00;8.3;2050;0;0;0;1610;2560;Versailles Saint-Quentin-en-Yvelines_30
2014;MASTER LMD;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;18 mois après le diplôme;51;9;78;0;75;91;0;0;8.00;8.3;2050;0;37;59;1610;2560;Versailles Saint-Quentin-en-Yvelines_18
2014;MASTER LMD;0801344B;Amie0 - Picardie Jules-Verne;A20;Amie0;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;59;32;96;72;78;97;2110;32900;33.00;11.7;1830;50;30;50;1470;2140;Amie0 - Picardie Jules-Verne_30
2014;MASTER LMD;0801344B;Amie0 - Picardie Jules-Verne;A20;Amie0;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;66;10;94;71;84;97;0;0;33.00;11.7;1830;45;23;33;1470;2140;Amie0 - Picardie Jules-Verne_30
2014;MASTER LMD;0801344B;Amie0 - Picardie Jules-Verne;A20;Amie0;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;48;3;0;0;0;0;0;0;33.00;11.7;1830;0;0;0;1470;2140;Amie0 - Picardie Jules-Verne_18
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;84;9;84;89;55;96;1690;26400;28.00;11;1830;65;56;42;1420;2210;Nice - Sophia-Antipolis_18
2014;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;84;13;100;100;96;99;2390;37300;28.00;11;1830;98;33;21;1420;2210;Nice - Sophia-Antipolis_30
