Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux de répo0e;Poids de la discipline;Taux d’i0ertion;% emplois cadre ou professio0 intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net me0uel régional 1er quartile;Salaire net me0uel régional 3ème quartile;cle_ETAB
2015;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;73;27;92;94;70;95;1730;26900;27.00;8.3;1830;60;67;58;1490;2180;Tours - François Rabelais_30
2015;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;75;11;89;76;59;92;0;0;27.00;8.3;1830;37;77;73;1490;2180;Tours - François Rabelais_18
2015;MASTER LMD;0370800U;Tours - François Rabelais;A18;Orléa0-Tours;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;75;11;93;95;81;97;1760;27400;27.00;8.3;1830;51;77;73;1490;2180;Tours - François Rabelais_30
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;18 mois après le diplôme;96;32;88;96;64;99;1930;30000;24.00;12.4;1820;73;37;35;1480;2120;Lille 1 - Sciences technologies_18
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;96;32;94;96;75;99;2030;31600;24.00;12.4;1820;73;37;35;1480;2120;Lille 1 - Sciences technologies_30
2013;MASTER LMD;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;96;7;79;96;35;98;1550;24200;24.00;12.4;1820;55;46;62;1480;2120;Lille 1 - Sciences technologies_18
2013;MASTER LMD;0593560Z;Lille 2 - Droit et santé;A09;Lille;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;84;28;88;67;62;90;1640;25600;23.00;12.4;1820;35;46;75;1480;2120;Lille 2 - Droit et santé_18
2013;MASTER LMD;0593560Z;Lille 2 - Droit et santé;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;93;9;68;0;0;0;0;0;23.00;12.4;1820;0;62;66;1480;2120;Lille 2 - Droit et santé_18
2013;MASTER E0;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;85;100;87;95;81;80;1700;26500;0;12.4;1820;83;20;74;1480;2120;Lille 3 - Charles-de-Gaulle_18
2013;MASTER LMD;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;88;2;0;0;0;0;0;0;37.00;12.4;1820;0;0;0;1480;2120;Lille 3 - Charles-de-Gaulle_18
2013;MASTER LMD;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;88;2;0;0;0;0;0;0;37.00;12.4;1820;0;0;0;1480;2120;Lille 3 - Charles-de-Gaulle_30
2013;MASTER LMD;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;83;35;86;81;71;82;1500;23400;37.00;12.4;1820;41;46;81;1480;2120;Lille 3 - Charles-de-Gaulle_18
2013;MASTER LMD;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;100;0;0;0;0;0;0;0;37.00;12.4;1820;0;0;0;1480;2120;Lille 3 - Charles-de-Gaulle_30
2013;MASTER E0;0595964M;Littoral - Côte d'Opale;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;65;100;0;0;0;0;0;0;0;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_18
2013;MASTER E0;0595964M;Littoral - Côte d'Opale;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;65;100;0;0;0;0;0;0;0;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;58;68;92;78;85;98;1850;28900;20.00;12.4;1820;42;45;53;1480;2120;Littoral - Côte d'Opale_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;58;64;88;73;66;95;1800;28100;20.00;12.4;1820;33;44;54;1480;2120;Littoral - Côte d'Opale_18
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;59;5;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_30
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;47;7;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_18
2013;MASTER LMD;0595964M;Littoral - Côte d'Opale;A09;Lille;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;33;0;0;0;0;0;0;0;20.00;12.4;1820;0;0;0;1480;2120;Littoral - Côte d'Opale_18
2013;MASTER E0;0623957P;Artois;A09;Lille;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;82;100;98;89;87;93;1680;26200;0;12.4;1820;85;7;85;1480;2120;Artois_18
2013;MASTER LMD;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;88;10;0;0;0;0;0;0;38.00;12.4;1820;0;0;0;1480;2120;Artois_30
2013;MASTER LMD;0623957P;Artois;A09;Lille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;61;18;78;0;0;0;0;0;38.00;12.4;1820;0;0;84;1480;2120;Artois_18
2013;MASTER LMD;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;72;23;85;87;36;92;1450;22600;38.00;12.4;1820;48;43;69;1480;2120;Artois_30
2013;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;100;3;0;0;0;0;0;0;38.00;12.4;1820;0;0;0;1480;2120;Artois_30
2013;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;84;24;97;95;84;98;2020;31500;33.00;8.9;1780;77;50;41;1440;2070;Clermont-Ferra0 1 - Auvergne_18
2013;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;88;11;97;94;65;100;0;0;33.00;8.9;1780;57;58;72;1440;2070;Clermont-Ferra0 1 - Auvergne_30
2013;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;75;1;0;0;0;0;0;0;33.00;8.9;1780;0;0;0;1440;2070;Clermont-Ferra0 1 - Auvergne_18
2013;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;75;1;0;0;0;0;0;0;33.00;8.9;1780;0;0;0;1440;2070;Clermont-Ferra0 1 - Auvergne_30
2013;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;83;22;87;51;57;92;1570;24400;35.00;8.9;1780;25;41;67;1440;2070;Clermont-Ferra0 2 - Blaise Pascal_18
2013;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;83;22;87;68;73;93;1570;24400;35.00;8.9;1780;35;41;67;1440;2070;Clermont-Ferra0 2 - Blaise Pascal_30
2013;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;100;3;0;0;0;0;0;0;35.00;8.9;1780;0;0;0;1440;2070;Clermont-Ferra0 2 - Blaise Pascal_30
2013;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;90;11;77;97;38;100;0;0;35.00;8.9;1780;49;45;55;1440;2070;Clermont-Ferra0 2 - Blaise Pascal_18
2015;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;74;4;0;0;0;0;0;0;23.00;8.6;1800;0;0;0;1430;2120;Mulhouse - Haute Alsace_30
2015;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;69;4;0;0;0;0;0;0;23.00;8.6;1800;0;0;0;1430;2120;Mulhouse - Haute Alsace_30
2015;MASTER LMD;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;71;7;0;0;0;0;0;0;23.00;8.6;1800;0;0;0;1430;2120;Mulhouse - Haute Alsace_18
2015;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;60;1;0;0;0;0;0;0;27.00;7.6;1825;0;0;0;1460;2180;Lyon 1 - Claude Bernard_30
2015;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;60;1;0;0;0;0;0;0;27.00;7.6;1825;0;0;0;1460;2180;Lyon 1 - Claude Bernard_18
2015;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;81;2;0;0;0;0;0;0;27.00;7.6;1825;0;0;0;1460;2180;Lyon 1 - Claude Bernard_30
2015;MASTER LMD;0691774D;Lyon 1 - Claude Bernard;A10;Lyon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;73;8;100;86;69;78;0;0;27.00;7.6;1825;20;42;20;1460;2180;Lyon 1 - Claude Bernard_18
2015;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;69;35;93;84;75;97;1950;30400;33.00;7.6;1825;58;43;56;1460;2180;Lyon 2 - Lumière_30
2015;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;80;11;97;94;59;55;1800;28100;33.00;7.6;1825;86;26;91;1460;2180;Lyon 2 - Lumière_30
2015;MASTER LMD;0691775E;Lyon 2 - Lumière;A10;Lyon;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;71;8;100;100;90;100;1920;29900;33.00;7.6;1825;76;32;42;1460;2180;Lyon 2 - Lumière_30
2015;MASTER E0;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;67;100;100;97;94;97;1840;28700;8.00;7.6;1825;91;41;72;1460;2180;Lyon 3 - Jean Moulin_30
2015;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;73;76;87;83;69;98;1950;30400;25.00;7.6;1825;61;46;57;1460;2180;Lyon 3 - Jean Moulin_18
2015;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;80;12;69;67;60;88;1550;24200;25.00;7.6;1825;41;30;63;1460;2180;Lyon 3 - Jean Moulin_18
2015;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;76;4;71;0;0;0;0;0;25.00;7.6;1825;0;35;76;1460;2180;Lyon 3 - Jean Moulin_18
2015;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;84;6;68;85;56;91;0;0;25.00;7.6;1825;55;25;56;1460;2180;Lyon 3 - Jean Moulin_18
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;84;13;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_18
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;100;2;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_30
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;81;23;92;44;53;88;0;0;39.00;7.3;1760;20;36;34;1430;2070;Le Ma0_18
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;85;9;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_18
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;85;9;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_30
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;76;15;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_18
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;50;2;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_18
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;81;10;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_30
2015;MASTER LMD;0720916E;Le Ma0;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;87;5;0;0;0;0;0;0;39.00;7.3;1760;0;0;0;1430;2070;Le Ma0_18
2015;MASTER E0;0730858L;Chambéry - Savoie;A08;Grenoble;MEEF;Masters e0eignement;disc18;Masters e0eignement;18 mois après le diplôme;78;100;100;97;100;100;1750;27300;8.00;7.6;1825;90;16;82;1460;2180;Chambéry - Savoie_18
2015;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;18 mois après le diplôme;87;56;94;65;69;97;1700;26500;31.00;7.6;1825;36;41;62;1460;2180;Chambéry - Savoie_18
2015;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;87;56;96;80;84;97;1970;30700;31.00;7.6;1825;49;41;62;1460;2180;Chambéry - Savoie_30
2015;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;86;48;95;63;70;97;1730;27000;31.00;7.6;1825;37;45;61;1460;2180;Chambéry - Savoie_18
2015;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;93;5;0;0;0;0;0;0;31.00;7.6;1825;0;0;0;1460;2180;Chambéry - Savoie_30
2015;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;96;4;0;0;0;0;0;0;31.00;7.6;1825;0;0;0;1460;2180;Chambéry - Savoie_18
2015;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;100;1;0;0;0;0;0;0;31.00;7.6;1825;0;0;0;1460;2180;Chambéry - Savoie_30
2015;MASTER LMD;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;80;9;97;0;91;100;0;0;31.00;7.6;1825;0;22;0;1460;2180;Chambéry - Savoie_18
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;72;16;89;96;69;94;2160;33700;23.00;7.8;2060;83;27;62;1600;2570;Paris 1 - Panthéon Sorbonne_18
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;72;16;93;97;87;98;2480;38600;23.00;7.8;2060;86;27;62;1600;2570;Paris 1 - Panthéon Sorbonne_30
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;75;9;85;86;42;93;1690;26300;23.00;7.8;2060;60;20;59;1600;2570;Paris 1 - Panthéon Sorbonne_18
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;77;14;84;84;61;89;1900;29600;23.00;7.8;2060;66;32;65;1600;2570;Paris 1 - Panthéon Sorbonne_30
2015;MASTER LMD;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;STS;Sciences, technologies et santé;disc12;E0emble sciences, technologies et santé;30 mois après le diplôme;42;2;0;0;0;0;0;0;23.00;7.8;2060;0;0;0;1600;2570;Paris 1 - Panthéon Sorbonne_30
2015;MASTER E0;0751719L;Paris 3 - Sorbonne Nouvelle;A01;Paris;MEEF;Masters e0eignement;disc18;Masters e0eignement;30 mois après le diplôme;72;0;0;0;0;0;0;0;33.00;7.8;2060;0;0;0;1600;2570;Paris 3 - Sorbonne Nouvelle_30
2010;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc05;Autres formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;72;32;100;86;81;95;2060;32100;34.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 1 - Auvergne_30
2010;MASTER LMD;0631262E;Clermont-Ferra0 1 - Auvergne;A06;Clermont-Ferra0;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;92;10;0;0;0;0;0;0;34.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 1 - Auvergne_30
2010;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;73;17;92;77;67;94;1900;29600;41.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 2 - Blaise Pascal_30
2010;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;72;17;92;77;66;94;1890;29500;41.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 2 - Blaise Pascal_30
2010;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;100;0;0;0;0;0;0;0;41.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 2 - Blaise Pascal_30
2010;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;88;11;79;0;38;65;0;0;41.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 2 - Blaise Pascal_30
2010;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;94;4;0;0;0;0;0;0;41.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 2 - Blaise Pascal_30
2010;MASTER LMD;0631525R;Clermont-Ferra0 2 - Blaise Pascal;A06;Clermont-Ferra0;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;87;7;0;0;0;0;0;0;41.00;9.3;1690;0;0;0;0;0;Clermont-Ferra0 2 - Blaise Pascal_30
2010;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fo0amentales;30 mois après le diplôme;94;19;89;98;84;98;1950;30400;33.00;10.2;1680;0;0;0;0;0;Pau - Pays de l'Adour_30
2010;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;93;6;0;0;0;0;0;0;33.00;10.2;1680;0;0;0;0;0;Pau - Pays de l'Adour_30
2010;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;96;7;0;0;0;0;0;0;33.00;10.2;1680;0;0;0;0;0;Pau - Pays de l'Adour_30
2010;MASTER LMD;0660437S;Perpignan - Via Domitia;A11;Montpellier;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;25;1;0;0;0;0;0;0;36.00;14.3;1650;0;0;0;0;0;Perpignan - Via Domitia_30
2011;MASTER LMD;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;56;9;0;0;0;0;0;0;42.00;0;1810;0;0;0;0;0;La Réunion_30
2011;MASTER LMD;UNIV;Toutes universités et établissements assimilés;;;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;75;17;88;84;59;83;1700;26500;29.00;9.7;1800;60;41;73;0;0;Toutes universités et établissements assimilés_30
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;69;51;88;69;85;97;1950;30400;29.00;11.7;1790;43;42;58;1390;2170;Nice - Sophia-Antipolis_30
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;69;12;91;60;80;93;1930;30000;29.00;11.7;1790;33;37;77;1390;2170;Nice - Sophia-Antipolis_30
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;66;26;89;74;86;98;2000;31200;29.00;11.7;1790;51;49;47;1390;2170;Nice - Sophia-Antipolis_30
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;71;7;87;0;33;52;0;0;29.00;11.7;1790;0;31;92;1390;2170;Nice - Sophia-Antipolis_18
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;43;3;0;0;0;0;0;0;29.00;11.7;1790;0;0;0;1390;2170;Nice - Sophia-Antipolis_18
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;55;6;74;0;0;0;0;0;29.00;11.7;1790;0;0;37;1390;2170;Nice - Sophia-Antipolis_18
2012;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;100;0;0;0;0;0;0;0;29.00;11.7;1790;0;0;0;1390;2170;Nice - Sophia-Antipolis_18
2012;MASTER LMD;0101060Y;Université de technologie de Troyes;A19;Reims;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;30 mois après le diplôme;49;66;0;0;0;0;0;0;24.00;11;1780;0;0;0;1460;2100;Université de technologie de Troyes_30
2012;MASTER LMD;0101060Y;Université de technologie de Troyes;A19;Reims;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;49;66;0;0;0;0;0;0;24.00;11;1780;0;0;0;1460;2100;Université de technologie de Troyes_18
2012;MASTER LMD;0101060Y;Université de technologie de Troyes;A19;Reims;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;49;66;0;0;0;0;0;0;24.00;11;1780;0;0;0;1460;2100;Université de technologie de Troyes_30
2012;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc01;E0emble formatio0 juridiques, économiques et de gestion;30 mois après le diplôme;68;44;91;82;76;93;1900;29600;29.00;11.7;1790;55;46;61;1390;2170;Aix-Marseille_30
2012;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;E0emble sciences humaines et sociales;18 mois après le diplôme;74;18;79;78;35;73;1500;23400;29.00;11.7;1790;46;43;66;1390;2170;Aix-Marseille_18
2012;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;77;2;0;0;0;0;0;0;29.00;11.7;1790;0;0;0;1390;2170;Aix-Marseille_18
2012;MASTER LMD;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;79;5;77;64;56;94;1560;24400;29.00;11.7;1790;30;38;67;1390;2170;Aix-Marseille_30
